sentence,label_name,label_ID,language
Q & A ON THE NEWS,Other,15.0,en
When Parents Are Deported,Quality of Life,10.0,en
"These young people, who themselves have broken no laws, and many of whom are among the top students in their schools, represent a valuable asset which our state has now been deprived of. They have proven themselves through hard work, diligence and personal responsibility, and could contribute much to better our society. But apparently some people would rather they be undereducated, underemployed, and less able to make positive contributions.",Quality of Life,10.0,en
"Atlanta has been targeted as a haven for human trafficking, with the FBI identifying it as one of 14 cities with the highest number of child prostitutes.",Crime and Punishment,7.0,en
"An important verb appears on page 14 of the government's brief in Arizona v. the United States, the case about four provisions of that state's immigration law that will be argued on Wednesday in the Supreme Court. The government says Arizona is trying to ''interpose'' its own judgments on ''national security, law enforcement, foreign policy, humanitarian considerations and the rights of law-abiding citizens and aliens.'' It says the Constitution and Congress, in the Immigration and Nationality Act, give the executive branch authority to handle those issues.","Legality, Constitutionality, Jurisdiction",5.0,en
"The federal government will begin closing hundreds of Bay Area deportation cases in June, allowing some illegal immigrants a partial reprieve if they have strong community ties and no criminal record.",Crime and Punishment,7.0,en
FEAR OF DEPORTATION stops many immigrants who are victims of crimes or trafficking from reporting to authorities what happened.,Crime and Punishment,7.0,en
"On Thursday, the groups announced the recipients of a new college scholarship specifically for illegal immigrants, the first such program in the state, they said.",Quality of Life,10.0,en
Baltimore's hope: Immigrants,Other,15.0,en
"Engler was being held by U.S. Immigration and Customs Enforcement on an immigration violation, pending his transfer to Germany.",Crime and Punishment,7.0,en
ROMNEY vs. OBAMA on immigration,Political,13.0,en
"Allowing these people to obtain permits, legally work","Legality, Constitutionality, Jurisdiction",5.0,en
Letters to the Editor: Recession not a time to pander on immigration,Economic,1.0,en
"They predicted that Arizonans will be singled out for interrogation based on their language, accents, and skin color. And that, said John Jordan, the Pennsylvania NAACP's director of civic engagement, is ""a profoundly backward interpretation of civil rights.""",Fairness and Equality,4.0,en
Republicans  offered a more nuanced position: that the case was a result of Obama's failure to produce the comprehensive solution to immigration that he had promised.,Political,13.0,en
"Diving into a discussion of current events, Justice Scalia said the president's enforcement action called into question the majority's decision that Arizona's immigration statutes contradict federal law. He said Arizona was justified in pursuing its own efforts to protect its borders because ""federal officials have been unable to remedy the problem, and indeed have recently shown that they are simply unwilling to do so.""","Legality, Constitutionality, Jurisdiction",5.0,en
"Asians have surpassed Hispanics as the largest wave of new immigrants to the United States, pushing the population of Asian descent to a record 18.2 million and helping to make Asians the fastest-growing racial group in the country, according to a study released Tuesday by the Pew Research Center.",Cultural Identity,11.0,en
Out of the shadows,Other,15.0,en
LAWMAKERS SURE TO TRY BOOTING ILLEGAL IMMIGRANTS THIS YEAR,"Legality, Constitutionality, Jurisdiction",5.0,en
The Military's Swift Path to Citizenship,"Legality, Constitutionality, Jurisdiction",5.0,en
"The immigration office said numbers in 2011 showed improvement, but the inspector general's office said it has not verified those statistics.",Capacity and Resources,2.0,en
City of Immigrants Becoming More So in 90's,Cultural Identity,11.0,en
ILLEGAL IMMIGRATION; Happy ending not in script,Quality of Life,10.0,en
Immigration,Other,15.0,en
Romney Says He Would Honor Immigration Reprieves Granted by Obama,Political,13.0,en
"he would push for more sensible and comprehensive immigration reform. He would call for changes to federal law that allow a path to citizenship for millions of productive but undocumented American workers, and a chance for children raised here illegally to one day be full-fledged Americans.",Policy Prescription and Evaluation,6.0,en
IMMIGRATION RULING; 'Papers' provision provides safeguard,"Legality, Constitutionality, Jurisdiction",5.0,en
Thousands of young illegal immigrants lined up Wednesday hoping for the right to work legally in America without being deported. ,"Legality, Constitutionality, Jurisdiction",5.0,en
"Though the preliminary injunction barring the deportations issued by Judge James Lawrence King of the United States District Court for southern Florida applies only in Florida, Georgia and Alabama, similar cases are pending elsewhere, Ira Kurzban said. Mr. Kurzban is a member of a group of Miami lawyers who brought the suit against Attorney General Janet Reno, the Justice Department, the immigration service and the Board of Immigration Appeals. Judge King set a trial date for next January.","Legality, Constitutionality, Jurisdiction",5.0,en
Georgia's law gives police the option to investigate the immigration status of suspects they believe have committed state or federal crimes and who cannot provide identification or other information that could help police identify them. It also authorizes police to detain people determined to be in the country illegally and take them to jail.,Crime and Punishment,7.0,en
"State's German roots deep From ancestral ties to trade, country's impact widespread",Cultural Identity,11.0,en
Shut ICE detention facilities,Policy Prescription and Evaluation,6.0,en
"A little later and a few blocks away, mixed in among several thousand other students, 175 Russian teen-agers, many of them wearing the latest designer jeans, enter the classrooms of Abraham Lincoln High School.",Cultural Identity,11.0,en
AROUND THE WORLD; U.S. and Vietnam Agree On Immigration Program,External Regulation and Reputation,14.0,en
"AROUND THE NATION; 2 Men Get 5-Year Terms In Alien-Smuggling Case
",Crime and Punishment,7.0,en
"Two men who pleaded guilty to an alien smuggling charge in a case connected to the deaths of 13 Salvadoran refugees in the Arizona desert last summer have been sentenced to Federal custody for five years, but are eligible for release by the parole board ''at any time.''
",Crime and Punishment,7.0,en
"Federal District Judge Filemon Vela of Brownsville granted a temporary injunction Friday, and a hearing is scheduled for Oct. 21 to decide if a permanent injunction to stop the flow of alien children will be granted.","Legality, Constitutionality, Jurisdiction",5.0,en
"United States Attorney Atlee Wampler immediately sought a suspension of the order pending an appeal, and a hearing was set for tomorrow afternoon. The order left officials of the Customs Service and Immigration and Naturalization Service unsure of how to follow instructions from President Carter to punish participants in the sealift.","Legality, Constitutionality, Jurisdiction",5.0,en
Fed Dist Judge Spencer Williams orders Immigration and Naturalization Service to conduct exhaustive background checks on each Vietnamese child brought into US as orphans in Operation Babylift.,"Legality, Constitutionality, Jurisdiction",5.0,en
"Ailing Child, Mother Find Hearts of Gold; In a Borderline Case, Girl to Get Cardiac Care",Health and Safety,9.0,en
"Unfortunately, argued Howard Baum, a Government lawyer, the law makes no such provision.  In this case, ruled Judge Henry Bramwell, it does.","Legality, Constitutionality, Jurisdiction",5.0,en
FLORIDA TO SUE U.S. IN REFUGEE DISPUTE,"Legality, Constitutionality, Jurisdiction",5.0,en
"An order of the Board of Immigration Appeals overturned a stay of deportation granted to the former Croatian official, Andrija Artukovic, in 1959 on the ground that he would be subject to ''political persecution'' if returned to Yugoslavia. Mr. Artukovic, 8l years old, lives in southern California and has successfully resisted deportation and extradition for 30 years.",Crime and Punishment,7.0,en
U.S. Deports 3 Cuban Refugees Who Came Through Costa Rica,Crime and Punishment,7.0,en
"The case involves the constitutionality of a Texas law, enacted in 1975, that cut off state reimbursement to local school districts for the costs of educating illegal alien children. Under the law, local districts could bar the children from school or could charge them tuition, an alternative that, given the poverty of most illegal alien families, had the same effect.","Legality, Constitutionality, Jurisdiction",5.0,en
"The state and the Tyler school district appealed to the Supreme Court. The case, Pyler v. Doe, No. 80-1538, has set off emotional debate throughout Texas, with state officials arguing that Texas should not be made to bear the financial burden of providing social services to those who are in the country only because of the Federal Government's failure to enforce the immigration laws.","Legality, Constitutionality, Jurisdiction",5.0,en
The Unluckiest Cubans,Quality of Life,10.0,en
The board's refusal to suspend the deportation order was appealed to Judge Gordon in 1979. He vacated the board's ruling and sent the case back for a reassessment of Mr. Marcello's character.,"Legality, Constitutionality, Jurisdiction",5.0,en
"An estimated 4,000 demonstrators from across Northern California -- including 11 busloads of immigrants from the South Bay -- plan to converge on the state Capitol steps at noon today to demand restoration of public assistance.",Public Sentiment,12.0,en
"Representatives of about 150 California organizations and their constituents are scheduled to meet with 60 California legislators and Gov. Pete Wilson throughout the day, dubbed ""Immigrant Day II,"" which will include a rally at the Capitol and interfaith services at Blessed Sacrament Cathedral.",Political,13.0,en
"Officials of the Border Patrol, a law-enforcement arm of the United States Immigration and Naturalization Service, say more Mexicans are attempting entry in the El Paso region, which stretches 180 miles along Texas and New Mexico west to the Arizona state line. Alan E.  Eliason, chief patrol agent for the district, estimated that the total of arrests of undocumented aliens for August would show ''a 25 percent to 30 percent increase'' over the same month last year, when 12,430 were arrested.",Crime and Punishment,7.0,en
"Through June, 171,559 aliens have been arrested in the Chula Vista Sector, which includes San Diego. The arrests are down by 28,212, or 14 percent, from the same period last year, and officials said it could mean fewer illegal aliens were trying to sneak into the United States. A comparable decline has been noted along the Texas border.",Crime and Punishment,7.0,en
illegal aliens now in the country who would be eligible for legal status.,"Legality, Constitutionality, Jurisdiction",5.0,en
THE CITY; Forger of Papers For Aliens Is Jailed,Crime and Punishment,7.0,en
A STATE OF LIMBO RULES THE LIVES OF POLISH ALIENS,Quality of Life,10.0,en
"FIGURES SHOW A SPURT, THEN A DROP, IN DENIALS OF ASYLUM FO","Legality, Constitutionality, Jurisdiction",5.0,en
ILLEGAL IMMINGRANTS PAYING THEIR DUES,Economic,1.0,en
CUBA OFFERS TALKS ON RETURN OF 'UNDESIRABLES',External Regulation and Reputation,14.0,en
"The American note, sent May 24, said that until Cuba agreed to their return the United States would continue to refuse immigration visas in Havana to Cubans who did not have close relatives who were American citizens.",External Regulation and Reputation,14.0,en
ACADEMY'S REPORT SAYS IMMIGRATION BENEFITS THE U.S.,Quality of Life,10.0,en
TO JUDGE A PLEA FOR ASYLUM FAIRLY AND SPEEDILY,"Legality, Constitutionality, Jurisdiction",5.0,en
"In the first five minutes, the hearing examiner refused the motion that the proceedings be simultaneously translated. After an hour of legal discussion in English, questions were put to the individual in Farsi through an interpreter.","Legality, Constitutionality, Jurisdiction",5.0,en
"The hearing took place inside the detention center, where the individual had been incarcerated for several months on presumption of guilt (illegal entry).",Crime and Punishment,7.0,en
FOR WHOM AMERICA IS NO PLACE TO VISIT,Other,15.0,en
Change Rejected in Aliens Bill,Policy Prescription and Evaluation,6.0,en
Church Worker Wins Retrial in Alien Case,"Legality, Constitutionality, Jurisdiction",5.0,en
"Mr. Demjanjuk is accused of being a guard known as ''Ivan the Terrible,'' responsible for the deaths of thousands of Jews at the Treblinka camp in Poland. He denies the charges.",Crime and Punishment,7.0,en
The Government says that when it began a 10- month undercover operation this month that resulted in the indictment of 16 church workers on 71 counts of transporting and harboring illegal aliens it was nothing more than routine law enforcement.,Crime and Punishment,7.0,en
"At an ensuing caucus marked by stormy debate, a boycott motion by Carlos Alcala, a California delegate, failed on a 39-to-39 vote. But Mr. Alcala said he would bring the motion up again at another caucus Wednesday and demand a roll-call of all Hispanic delegates and their alternates.",Political,13.0,en
"The Kentucky Democrat lost 12 pounds along with his sleep, and his face took on a gaunt look",Health and Safety,9.0,en
"A group of Iraqis who worked for the CIA in a failed attempt to undermine Saddam Hussein and were offered refuge by the United States now are in jail in California, facing expulsion.",Crime and Punishment,7.0,en
IMMIGRANTS SPARED THE ISLAND TEST,Other,15.0,en
"The Rev. Jesse Jackson led a march of an estimated 5,000 people today to protest raids conducted by the Immigration and Naturalization Service and pending immigration legislation.",Public Sentiment,12.0,en
"In a style reminiscent of the civil rights era, the candidate walked at the head of the mile-long march up Broadway. Those marching at the front with him, arms entwined, included Latinos, Asian-Americans, blacks and whites.",Public Sentiment,12.0,en
16 illegal aliens had been detained by a patrol of 20 armed members of the Civilian Materiel Assistance group.,Security and Defense,8.0,en
"REAGAN AGREES TO PRESS FOR IMMIGRATION BILL
",Political,13.0,en
"The program is distinct from the general amnesty program, whose application period ended this spring. The larger program is giving legal status to aliens who prove they have lived in the United States since 1981. Seasonal farm workers, whose deadline is Nov. 30, have much less to prove: they have to show that they worked on American farms for at least 90 days in the 12 months ended May 1, 1986.",Policy Prescription and Evaluation,6.0,en
"Aaron Bodin, Deputy Assistant Commissioner of the service, who heads the program, said: ''When I first saw the proposal for this program, I said to myself, my God, how are we ever going to administer it? How are persons who are eligible, given the nature of the farm labor market, going to produce the records to prove their eligibility unless we have very loose evidentiary requirements, and in doing so how are we going to keep from throwing the gates open to people who will take unfair advantage of it?",Policy Prescription and Evaluation,6.0,en
IMMIGRATION LAW IS FAILING TO CUT FLOW FROM MEXICO,Policy Prescription and Evaluation,6.0,en
"At the age of 32, the wiry Cuban with a spiky haircut and no American relatives has a new family, he said. And it is that family, of Chuck and Nancy Elensky, along with luck, that helps him keep his distance from the penitentiary. But he has had enough samples of bureaucracy and arbitrariness outside of prison to remind him of what life was like behind bars.",Quality of Life,10.0,en
"Refugee Finds Home With Georgia Family
",Quality of Life,10.0,en
Law on Aliens Fails to Halt Salvadorans,Policy Prescription and Evaluation,6.0,en
Common Sense in Testing,Other,15.0,en
"Because of the small number of people applying for permanent residency, immigration officials in the New York region are reducing and redeploying staff workers assigned to the amnesty program for illegal aliens.",Capacity and Resources,2.0,en
ILLEGAL ALIENS FIND FREEDOM AT IMMIGRATION CENTER,Quality of Life,10.0,en
"As holders of green cards, which give foreigners residence rights in the United States, Luis and Marta are in a position that makes them the envy of the more than 1.5 million ''undocumented'' Mexican workers who are believed to live illegally in the United States.","Legality, Constitutionality, Jurisdiction",5.0,en
HEALTH OFICIALS SEEK AIDS TESTS FOR IMMIGRANTS,Health and Safety,9.0,en
"The House, in a move that could affect more than 1 million aliens residing in the United States, voted Wednesday to suspend for three years the deportation of illegal immigrants from three nations torn by civil strife",Political,13.0,en
"While Congress was squabbling last year about whether to bar more immigrants from entering the United States,",Political,13.0,en
Extradition Raises Troubling Questions,Crime and Punishment,7.0,en
19 ALIENS ARRESTED HERE SENT TO TEXAS,Crime and Punishment,7.0,en
ALIEN DETENTION CENTER ERECTED IN TEXAS,Crime and Punishment,7.0,en
DETENTION OF REFUGEES IN TEXAS OK'D,Crime and Punishment,7.0,en
He said the Border Patrol has observed as many as 369 entries a month and that the ditch could prevent about 300 such crossings.,Security and Defense,8.0,en
"""What causes uneasiness in Mexico is what it symbolizes: the aftertaste of a certain spirit of lack of understanding and intolerance, as a material obstacle to make the entrance more difficult for men and women who in the end are only searching for work in a foreign land and frequently suffer bad treatment and even aggression as a result of the atmosphere of hostility,"" it said.",External Regulation and Reputation,14.0,en
"Gov. Pataki and federal immigration officials trumpeted the deportations as the first in a program that will save state taxpayers millions. The deportations, being carried out across the country, will save the U.S. government $ 150,000 and the state $ 1 million, said Doris Meissner, commissioner of the U.S. Immigration and Naturalization Service.",Economic,1.0,en
" After immigrants jammed the bleachers and dressing rooms, officials closed the stadium's doors and declared it full to capacity.",Capacity and Resources,2.0,en
COURT ALLOWS REFUGEES TO LEAVE CAMPS,"Legality, Constitutionality, Jurisdiction",5.0,en
"Gambino said people may correct their records any time, as long as they stop misusing false or fraudulently obtained Social Security numbers. Such use is a felony, punishable by up to five years in prison and a $250,000 fine. If people do not correct their records, future earnings will not be credited toward higher Social Security benefits.",Crime and Punishment,7.0,en
"ALIENATED BY FEDS EMIGRES RALLY, RIP AID CURBS",Public Sentiment,12.0,en
BAMBI'S FIANCE TO BE DEPORTED; CANADA ORDERS ESCAPEE'S COMPANION BACK TO U.S.,Crime and Punishment,7.0,en
Two Reasons to Rejoice on Immigration,Other,15.0,en
"In addition to increasing from 500,000 to at least 775,000 the overall number of visas issued each year, the bill would create a new category for immigrants from countries whose nationals have largely been excluded because of the current emphasis on family reunification. This provision is aimed at opening the doors to more Europeans and would allow a greater number of",Policy Prescription and Evaluation,6.0,en
Immigrant crushed to death on escalator,Health and Safety,9.0,en
Common sense shows the connection between American industry's unfilled needs for highly skilled workers and the failure of our schools to provide them.,Policy Prescription and Evaluation,6.0,en
"FAU PROFESSOR CHARGED WITH FRAUD, SMUGGLING IN SEX CASE",Crime and Punishment,7.0,en
A Florida Atlantic University business professor was arrested Friday and charged with alien smuggling and passport fraud after he allegedly brought a teenage boy from Honduras into the United States for sexual purposes.,Crime and Punishment,7.0,en
NO EASY ROAD TO ASYLUM FOR GUATEMALANS,"Legality, Constitutionality, Jurisdiction",5.0,en
U.S. limits on imports linked to wave of immigrants from poorer countries,Capacity and Resources,2.0,en
"People migrate from villages to cities and across national borders looking for opportunities to better their lives, and the best way America can stanch the inflow of undocumented workers is to boost the economies of its impoverished neighbors, says a federal commission report released Tuesday in Washington.",Economic,1.0,en
"They were sent to immigration detention centers in Texas and Florida, where they face expulsion proceedings.
",Crime and Punishment,7.0,en
MANY LATINS MAY FLEE TO U.S.,Health and Safety,9.0,en
Don't fear immigration,Other,15.0,en
"But the bill, similar to one that went nowhere last year, quickly met stiff resistance from Sen. Alan Simpson, R-Wyo., co-author with Rep. Romano",Political,13.0,en
Old Film Mirrors New Immigrant Life,Cultural Identity,11.0,en
But a few others find that patience and hard work help them become large contributors to the county's economy as employers.,Economic,1.0,en
"The prize is more valuable than gold to an illegal immigrant, a ""green card"" allowing its owner to stay in the United States indefinitely. Winners do not have to be Irish -- but it helps.","Legality, Constitutionality, Jurisdiction",5.0,en
Attorneys for Luisa Solis of Miami don't believe any other state's high court has ruled on whether people who have applied for political asylum are eligible for Aid to Families with Dependent Children.,"Legality, Constitutionality, Jurisdiction",5.0,en
Illegal Aliens and the Mount Pleasant Riots,Other,15.0,en
The Artist Visa Quota Fight,Capacity and Resources,2.0,en
"U.S. must accept, aid incoming multitudes",Other,15.0,en
"Known as TPS, or temporary protective status, the program bars authorities from deporting Salvadorans for a period of 18 months, time enough to allow U.S. officials to evaluate human rights conditions in that war-ravaged country. It also gives the immigrant the right to work during that period.",Policy Prescription and Evaluation,6.0,en
"To qualify, an immigrant must apply to the immigration service every six months, paying fees each time. But proponents of a fee change have said the high costs initially proposed by the INS have deterred applications. Currently, a family of five must pay $ 1,650 during the life of the program, but under the revised schedule the family would pay $ 765.",Economic,1.0,en
"The Immigration and Naturalization Service had contended that his attendance at a two-week meeting of the Palestinian Youth Organization in Syria in 1986 showed that he supported the terrorist group, the Popular Front for the Liberation of Palestine, which is allied with the Palestine Liberation Organization. The immigration service said Mr. Rafeedie had raised money and recruited members for the popular front.",Security and Defense,8.0,en
"On the U.S. Consulate building, behind a high wall and iron gates, hangs a hand-printed notice: ''Closed for all services except for American citizens. No immigrant visa services are available.''","Legality, Constitutionality, Jurisdiction",5.0,en
This is the consulate Haitians are being told in Voice of America broadcasts to visit if they want to come to the United States legally as political refugees.,"Legality, Constitutionality, Jurisdiction",5.0,en
THEATER REVIEW; Immigrants' Tales,Cultural Identity,11.0,en
Let Soviet Jews Come To America,Public Sentiment,12.0,en
10 Accused of scheme to smuggle foreigners,Crime and Punishment,7.0,en
GEORGIA HARVESTER IS FINED $1 MILLION IN ALIEN SMUGGLING,Crime and Punishment,7.0,en
"A local peach harvester was fined $1.1 million today by the Immigration and Naturalization Service, the largest fine in the agency's history, in an action that showed both how tough and how porous the nation's landmark 1986 immigration reform law can be.",Crime and Punishment,7.0,en
ANGUISH RESIDES IN NEW IMMIG LAWS,Policy Prescription and Evaluation,6.0,en
LIMITS ARE NEEDED TO WELFARE COSTS,Economic,1.0,en
There was a public outcry over her illegal hiring of the couple as household help. Mr. Cordero already has left the country.,Public Sentiment,12.0,en
G.O.P. Candidates Say They Hired Illegal Aliens,Political,13.0,en
The two announcements threw a new and potentially volatile development into the Governor's race. They came less than 24 hours after Zoe Baird withdrew herself from consideration as Attorney General in the Clinton Administration. Ms. Baird withdrew after she was cricitized for employing two illegal immigrants from Peru to care for her child.,Political,13.0,en
"Despite pleas from military officials, the Immigration Service has refused to allow four ill Haitians infected with H.I.V. to leave the crude camp where they are held here and come to the United States for treatment.",Health and Safety,9.0,en
U.S. under pressure to carry bigger load,Capacity and Resources,2.0,en
"Millions of others scramble for 40,000 slots given out by lottery, said Duke Austin of the U.S. Immigration and Naturalization Service. And at least 3 million have slipped illegally into the USA, knowing they don't meet requirements.",Cultural Identity,11.0,en
Malaysian Government officials and lawyers for the tourists -- 18 men and 6 women -- have expressed outrage at the detentions. They say a number of the tourists have been threatened by agents for the Immigration and Naturalization Service and kept from speaking to Malaysian consular officials.,External Regulation and Reputation,14.0,en
I cannot understand why the employers have not been fined or brought up on any charges.,Crime and Punishment,7.0,en
"Then the Mexican and Guatemalan and Honduran workers started coming. And coming. And staying. Now Father John is pastor to at least 2,500 people. Other churches are growing, too.",Cultural Identity,11.0,en
"The appeals court had ruled that the Bush administration's repatriation order, issued May 24, violated immigration law because refugees were returned without proper hearings to a country where they feared persecution.","Legality, Constitutionality, Jurisdiction",5.0,en
The U.S. Supreme Court Saturday ruled the United States can continue to return Haitians to their homeland forcibly while opponents of the policy mount a legal challenge.,"Legality, Constitutionality, Jurisdiction",5.0,en
"The judge used isolated phrases from that document, and not the actual contract, to draw the false conclusion that workers were underpaid.","Legality, Constitutionality, Jurisdiction",5.0,en
"The lawsuit was filed on behalf of a dozen individuals and organizations, including six people listed as illegal aliens but not identified by name.
","Legality, Constitutionality, Jurisdiction",5.0,en
"Rattling along on the No. 7 on Monday morning, a young couple ate a breakfast of octopus from a plastic container, their Chinese newspaper brushing against the Spanish-language tabloid of the next passenger. Two elderly Korean women embraced bags filled with lemon grass, and the burly man beside them, forearm tattooed with a Confederate flag, wore an American flag belt buckle.",Cultural Identity,11.0,en
"Read, formerly an Atlanta Business Chronicle reporter and English teacher in Japan, said the paper is targeting immigrants who want to learn more about sister ethnic communities in Atlanta.",Cultural Identity,11.0,en
8 Charged in Crackdown on White Tigers Gang,Crime and Punishment,7.0,en
A Supreme Court Justice has removed the only barrier preventing the Government from deporting thousands of illegal aliens who were seeking legal status in a dispute over an expired Federal amnesty program.,"Legality, Constitutionality, Jurisdiction",5.0,en
"Warn applicants in writing that they can be deported if they don't show up for a hearing. About 16% never show.
",Crime and Punishment,7.0,en
The U.S.A. and the PLO,External Regulation and Reputation,14.0,en
Report adds to debate on Hispanic progress,Cultural Identity,11.0,en
California Scapegoats,Other,15.0,en
"The United States Government used Erika Mann, the daughter and biographer of the German writer Thomas Mann, as a willing informer on fellow refugees from Nazi Germany during World War II, then sought to deport her as a suspected Communist sympathizer during the height of the cold war, newly declassified documents show.",Crime and Punishment,7.0,en
"Children of the USA's most recent immigrants - Latin Americans and Asians - not only prefer English, but many are abandoning their parents' native tongue, according to a major new study.",Cultural Identity,11.0,en
THE MIDTOWN SINKHOLE Many refugees find jobs at Marriott Hotel chain helps victims' families with funeral costs,Economic,1.0,en
"An official in Washington, who requested anonymity, said permission was denied because, once the plane landed on United States soil, the Chinese could request political asylum.","Legality, Constitutionality, Jurisdiction",5.0,en
U.S. threatens to fine Disney,Crime and Punishment,7.0,en
The Missouri Highway Patrol has caught and then released a group of people suspected of being illegal aliens in the O'Fallon area after consulting with the U.S. Department of Immigration and Naturalization in the St. Louis area.,Crime and Punishment,7.0,en
Immigrants Infected With AIDS,Health and Safety,9.0,en
President Clinton and Kimba Wood may have jumped the gun withdrawing her name from consideration as attorney general.,Political,13.0,en
"The prohibition on hiring illegal aliens took effect immediately when the bill was signed by President Reagan on Nov. 6, 1986. It applied only to hiring that occurred after that date, and the penalties of the 1986 law did not apply to the continuing employment of illegal aliens who had been hired before it went into effect.","Legality, Constitutionality, Jurisdiction",5.0,en
"Eighteen Romanian stowaways, who were being held in chains at a hotel here by a shipping company, have been moved to a county prison in Pennsylvania, after the Immigration and Naturalization Service intervened.",Crime and Punishment,7.0,en
Deaf couple arrested in immigration case,Crime and Punishment,7.0,en
"On Friday, Molina, 22, learned he soon will have a green card as well as a Stanford degree, after a federal immigration judge awarded him permanent residency.","Legality, Constitutionality, Jurisdiction",5.0,en
Haitian Group to Be Released,Crime and Punishment,7.0,en
"For a while, it looked as though she would remain in the government's custody at least overnight as authorities prepared for a deportation hearing","Legality, Constitutionality, Jurisdiction",5.0,en
"The first shock which you get is that you are missing certain things which you took for granted from your own country. Nostalgia becomes very strong. You have a sense of emptiness, a cultural vacuum. You develop a critical standpoint to both countries.",Cultural Identity,11.0,en
"CALIFORNIA art and nature lovers know the majestic western landscapes painted by Albert Bierstadt, but many don't know he was an immigrant. Willem DeKooning pioneered abstract expressionism, and Marcel Duchamp did the same for modern art. They too were immigrants.",Cultural Identity,11.0,en
"A former gang member who served time in prison for a 1986 burglary conviction, Cruz gained the respect of the largely Hispanic Beach Flats community -- and many city leaders -- by teaching children how to avoid drugs and violence by recounting his own experiences.",Crime and Punishment,7.0,en
"""Immigrants are good scapegoats . . . because they're powerless, voiceless,"" says Mario Moreno of the Mexican American Legal Defense and Education Fund.",Fairness and Equality,4.0,en
The Clinton administration's promised crackdown on illegal Chinese immigration has run up against a federal judge's ruling that China's coercive family-planning policies may be grounds for asylum.,"Legality, Constitutionality, Jurisdiction",5.0,en
The result is that American policy on asylum as it applies to Chinese is as confused as it was during the Bush administration - and could remain so for months or years while the issue is debated in the courts.,"Legality, Constitutionality, Jurisdiction",5.0,en
OK would cut back on services,Capacity and Resources,2.0,en
"The contrasts in policy are rooted in politics, history, geography and public perceptions.",Political,13.0,en
Registration without discrimination,Fairness and Equality,4.0,en
"Alarmed that at least one boat left Florida for Cuba and brought back refugees this week, Attorney General Janet Reno warned yesterday that the Coast Guard will stop, inspect and impound boats in the Florida Straits that appear headed for the island.",Security and Defense,8.0,en
"A senior administration official said the Reno announcement was meant to be a ""preemptive message"" aimed at persuading Cuban Americans not to head to Cuba to pick up relatives.",Security and Defense,8.0,en
5 CUBANS HELD IN PROBE OF BOAT HIJACKING,Crime and Punishment,7.0,en
"Saturating the border with agents cost $ 250,000 in extra overtime",Economic,1.0,en
"Startling numbers of Democrats and Republicans, liberals and conservatives, are embracing variations of the identity card - all in the name of immigration reform. ",Political,13.0,en
"Last year a national poll showed that 53% of the public opposes ID cards for immigration, while 39% support them.",Public Sentiment,12.0,en
"Rather than attribute his failed governorship to immigration, Wilson and our other elected leaders should take a hard look at California's economic problems and provide a vision that will lead California into the next century. Finding a scapegoat is just too easy",Economic,1.0,en
PUSH BAHAMAS TO HELP WITH HAITIANS,External Regulation and Reputation,14.0,en
"Among immigrant families, so common in Queens, black couples earned a median household income of $48,800, or appreciably more than the $40,500 median reported by whites born abroad.",Economic,1.0,en
"Only nine of those communities have, like Queens, racially diverse populations of more than 50,000 people. (Non-Hispanic blacks constituted just over 20 percent of Queens's 1990 population of 1,951,598.)",Cultural Identity,11.0,en
A federal commission on American immigration policy recommended today that illegal immigrants should not receive public-funded aid except in emergencies and that states should receive some financial aid to offset some of their costs in accommodating them.,Quality of Life,10.0,en
"While two-thirds of voters tell pollsters that Wilson has done a poor or fair job, analysts credit his current standing on his relentless focus on two emotional issues that many Californians see as threats to their way of life: crime and illegal immigration.",Political,13.0,en
"80,000 LEGAL ALIENS SET TO LOSE FOOD AID",Quality of Life,10.0,en
Porous Deportation System Gives Criminals Little to Fear,Crime and Punishment,7.0,en
"U.S., Cuba Agree on Stemming Raft Tide",External Regulation and Reputation,14.0,en
"Are the politicians and policy makers who see economic peril in continuing immigration correct? Research in the area has been less than conclusive, a fact that Orley Ashenfelter, an economist at Princeton University, says is feeding passions on both sides. ""Some try to exaggerate"" findings of job and wage losses, he says, while ""some try the opposite.""",Economic,1.0,en
The six arrived one month before a presidential policy change closed a door long open to Cubans.,Policy Prescription and Evaluation,6.0,en
"RUDY SAYS FEDS SHOULD'VE PROBED TERROR SUSPECT
",Security and Defense,8.0,en
Restraining order blocks Calif. Proposition 187,"Legality, Constitutionality, Jurisdiction",5.0,en
"He said there was also the possibility that it infringes upon federal immigration law by requiring educators, police officers and others to do the job of U.S. Immigration and Naturalization Service officers.","Legality, Constitutionality, Jurisdiction",5.0,en
"Federal agents arrested Ivan Gomez-Sanchez, 24, at the Westway Motor Inn near LaGuardia Airport, where 55 deaf Mexican immigrants have been housed since they were rescued from two Jackson Heights homes by authorities.",Crime and Punishment,7.0,en
"Wilson, who 18 months ago ranked as the most unpopular governor in modern California history, obliterated Democratic state Treasurer Kathleen Brown. With more than half the votes counted, Wilson led Brown by a 3-2 margin.",Political,13.0,en
THE 1994 CAMPAIGN: CALIFORNIA; Senate Candidates Trade Bitter Exchanges Over Immigration,Political,13.0,en
Duncan Blasts INS Dealings With Libraries,Political,13.0,en
The district fears some parents are keeping their children home because of Proposition 187.,Quality of Life,10.0,en
