text,language,None,Economic,Capacity and Resources,Morality,Fairness and Equality,"Legality, Constitutionality, Jurisdiction",Policy Prescription and Evaluation,Crime and Punishment,Security and Defense,Health and Safety,Quality of Life,Cultural Identity,Public Sentiment,Political,External Regulation and Reputation,Other
"Vice President Joseph R. Biden Jr. apologized to President Obama for hastening him into an endorsement of same-sex marriage, several people briefed on the exchange said Thursday, even as the White House sought to capitalize in the campaign on Mr. Obama's long-awaited expression of support.

In an Oval Office meeting with Mr. Obama on Wednesday, hours before the president confirmed his own support, Mr. Biden expressed regret for a statement endorsing same-sex marriage that went considerably further than the president's views on the matter and scrambled the White House's calculation for confronting the charged social issue.

As the president traveled to the West Coast on Thursday, where in Seattle he said Americans should have the chance to succeed ''no matter who you love,'' his presumptive challenger, Mitt Romney, and Republican leaders in Congress, tried, with limited success, to steer the focus of the presidential campaign back to the nation's sluggish economy.

When Mr. Romney addressed hundreds of donors and other supporters at a pair of campaign stops in Nebraska, one of the nation's most reliable Republican states, he steered clear of the topic of same-sex marriage, underscoring Republican caution over the shifting politics of the gay marriage debate. On Capitol Hill, Speaker John A. Boehner deflected questions about same-sex marriage, declaring: ''The president can talk about it all he wants. I'm going to stay focused on what the American people want us to focus on, and that's jobs.''

",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SAME-SEX COUPLES RECOGNIZED IN VERMONT WITH HELP FROM CLERKS, EAGER PARTNERS UNVEILED THE NATION'S FIRST CIVIL-UNION LAW.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Mercury News analysis of campaign fundraising reports filed Thursday shows gay marriage supporters raised about $1.6 million since the May 15 court ruling - almost three times more than the lead groups supporting a constitutional amendment to ban same-sex marriage raised in late May and June.,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesbian fired by Bowers will have day in court,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Colorado civil unions bill clears second House committee,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A civil debate about marriage?,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Comedian Rosie O'Donnell, girlfriend wed in San Francisco",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"""It was the equitable thing to do,",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Many people are upset because of their deep religious views that homosexuality is a sin. But the decision applies only to civil marriage; it does not require any church to sanctify a same-sex marriage. Nor does it require other states to recognize same-sex marriages.
",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Whatever one thinks of homosexuality, it is hard to argue that a baby addicted at birth to cocaine and exposed to the AIDS virus -- as was the child at issue in the New Jersey case -- is not better off in the permanent care of a loving gay couple with the means to support him than remaining in foster care",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ALL FOR LOVE GAY LAWYER TELLS WHY HER VICTORY IS SO SWEET
",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The defeat, which followed a stirring, tearful and at times very personal debate, all but ensures that the issue is dead in New York until at least 2011, when a new Legislature will be installed.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Editorial Observer,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BROWARD'S GAY-RIGHTS MOVE FAILS,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Here's where Minnesota's U.S. representatives stand on a constitutional amendment banning gay marriage:

Rep. Gil Gutknecht (R): Supports it.

Rep. John Kline (R): Opposes it. ""While he does not support same-sex marriages, he believes this issue is best decided by individual states and is confident that our nation's courts will uphold the many state laws prohibiting same-sex marriages,"" said spokeswoman Angelyn Wollen.

Rep. Jim Ramstad (R): Could not be reached.

Rep. Betty McCollum (D): ""I am opposed to Mr. Bush playing re-election politics with our Constitution at the expense of the real issues America is facing at home and around the world.""

Rep. Martin Sabo (D): Opposes it.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Mr. Leno said that if Mr. Schwarzenegger in fact vetoes the bill without first hearing from him and other supporters, ''It would be highly unusual and a direct insult to the proponents of this bill and the many millions of Californian families who want him to sign it.''",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The Post's tally is not a guarantee of the bill's passage when it reaches the Senate floor, probably next week. Several senators, including Klausmeier, have publicly agonized over their positions in recent days. Opponents also have threatened a filibuster in an attempt to kill the legislation.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"A United Church of Christ congregation in Arlington is offering full marriage rights to same-sex couples, marking what is apparently a first in the region for a church in that denomination.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"""I think those issues should be left to the state. So I have no use for a constitutional amendment or change in that at all,"" ",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
apparently are mounting a campaign against the bill's proponents.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
and White House aides say President Bush is about to endorse it. Yet there is no consensus -- even among its authors -- about what the text means.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"""This issue does not deeply divide America,"" said conservative activist Gary Bauer. ""The country overwhelmingly rejects same-sex marriage, and our hope is that both politicians and activist judges will read these results and take them to heart.""",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Details on Pa. same-sex marriage bill
",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Civil Union Vote,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A mixed victory for same-sex marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Massachusetts court ruling advances measure to ban same-sex marriage,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""I think we have to pick our battles. It's probably not a fight we engage in this year,"" Nunez, D-Los Angeles, told reporters in Washington, where he was lobbying for more federal money for the state. ""But certainly I think during my tenure I would like to see people get the respect they deserve, regardless of whom they love.""",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"New York Allows Same-Sex Marriage, Becoming Largest State To Pass Law",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"More than 450 same-sex couples have received Arkansas marriage licenses since Piazza's ruling last week.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"In November, the state's Supreme Judicial Court ruled that it was unconstitutional to bar gay couples from civil marriage and gave",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hill harmony for federal employees,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The agency is rejecting  marriage certificates issued in New Paltz;  Asbury Park, N.J.; Multnomah County, Ore.; and Sandoval County, N.M., during the brief periods when those localities recognized same-sex  marriages.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"POTTER WIZARD: NO ASK, NO SPELL?",en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Wisconsin unlikely to follow Minnesota's lead on gay marriage
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Religious right is on wrong side of history,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"In change of heart, Portman endorses gay marriage;",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
constitutional amendment banning such unions,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Brown's position is significant because the state had defended the gay-marriage ban during a four-year legal battle, arguing that California's strong domestic-partnership laws provided equal benefits to same-sex couples. The Supreme Court rejected that argument.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Though Dayton has said he and co-sponsor Rep. Barney Frank, D-Mass., will keep pushing the bill until it becomes law, he hasn't been optimistic about its chances this year. ""I think the odds are against it,"" Dayton has said.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Supporting the right of all Americans to marry the person of their choice would be the right thing to do,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CLARITY SOUGHT ON GAY MARRIAGE,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NOW Protests Post's Policy on Gay Marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hill Republicans join gay marriage fight,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Religious groups have been buying newspaper advertisements, setting up Web sites and holding rallies urging lawmakers to vote against the measure.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"A Miami-based appeals court has rejected Attorney General Pam Bondi's request that two gay marriage cases be delayed until the U.S. Supreme Court decides the issue nationally.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SAME-SEX MARRIAGES COMING TO FOREFRONT,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"""That could make the difference in the general election in the Northern and Western states that were very close in 2000,"" said University of Georgia political scientist Arnold Fleischmann.

The divergence from Democratic Party positions was apparent again in a survey released Tuesday.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NEW JERSEY COURT BACKS FULL RIGHTS FOR GAY COUPLES,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The oral arguments were made to a three-judge panel of the United States Court of Appeals for the Ninth Circuit in San Francisco, which is the second federal court to consider the case, which was brought last year by two gay couples who want to marry. In August, a lower district judge, Vaughn R. Walker, ruled that the ban -- Proposition 8 -- did indeed violate their constitutional rights to equal protection and due process, but its supporters appealed.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ms. Bush is the latest child of a prominent Republican leader to embrace same-sex marriage, long considered anathema to the conservative movement. ",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A standfor equality,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gay marriage ban called bad for business,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The ceremony could revive tensions between the university and the United Methodist Church with which it is affiliated.,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legally married gay couples may want to take another look at tax returns filed since their weddings.,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N.Y. Senate presses ahead with vote on gay-marriage bill,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CLERKS GET WARNING ABOUT GAY MARRIAGE
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A similar effort in the state failed last year and future measures face a likely veto from Gov. Christie, who has said he is ""not a fan"" of legalizing gay marriage.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"But instead of an arcane and peculiarly Southern fight over the who and why of the Civil War, the state will be at the center of a wholly modern and nationwide debate over the place of gay and lesbian couples in American society.",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S.F. PROPOSAL WOULD UNITE GAYS IN SYMBOLIC MATRIMONY,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GAY-MARRIAGE CRUSH LIKELY AGAIN TODAY,en,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
March divides King followers,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hanes last week began issuing marriage licenses to same-sex couples despite the state's Marriage Law restricting unions to one man and one woman. Hanes says that law is discriminatory and violates the state constitution.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Same-Sex Marriage Data to be Released,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
said they were cautiously optimistic it would pass the full House - where a similar bill died last year after narrowly clearing the Senate.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"testimony, at turns emotional and eloquent, through the afternoon and into the evening.",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"""It gets a whole lot more attention than it used to,"" said Michael McConnell, a Stanford University law professor and former federal appeals court judge who clerked for the late Justice William Brennan in the early 1980s.
",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A U.S. District Court judge in Colorado has issued a split decision in the federal case of a same-sex couple who alleged that Loudoun County Supervisor Eugene A. Delgaudio's conservative advocacy group illegally used the couple's private engagement photo on anti-gay-marriage campaign fliers in Colorado.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It's a question with somewhat mixed findings, but the bottom line is clear: Broadly speaking, marriage is good for your health.
",en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The United Church of Christ became the first mainline Christian denomination to support same-sex marriage officially when its general synod passed a resolution on Monday affirming ''equal marriage rights for couples regardless of gender.''

The resolution was adopted in the face of efforts to amend the Constitution to ban same-sex marriage. It was both a theological statement and a protest against discrimination, said the Rev. John H. Thomas, the president and general minister of the denomination, which has 6,000 congregations and 1.3 million members.

''On this July 4, the United Church of Christ has courageously acted to declare freedom, affirming marriage equality, affirming the civil rights of gay -- of same-gender -- couples to have their relationships recognized as marriages by the state, and encouraging our local churches to celebrate those marriages,'' Mr. Thomas said at a news conference after the vote by the General Synod.

The synod's decisions are not binding and the vote will not require pastors to provide marriage ceremonies for same-sex couples. Some United Church of Christ ministers already perform such ceremonies.

While the United Church of Christ has not had the widespread divisions other major denominations have experienced over homosexuality, some member churches had said that such a vote could prompt them to leave the denomination, and one group called for Mr. Thomas's resignation when he announced his support of the resolution.
",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
California Supreme Court Considers Gay Marriage Licenses,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Democrats move to repeal marriage act,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
METHODIST PASTOR ON TRIAL AFTER GAY MARRIAGE,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Survivor in Gay Union Appeals Denial of Benefits to Boy,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Mission for Gov. Paterson,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
N.J. civil-union bill rushes to a vote,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bartow custody ruling challenged,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The amendment drive, sponsored by the Massachusetts Family Institute, a conservative public policy group, gathered 170,000 petition signatures, a record in the state. For the referendum to get on the ballot, the amendment must get the votes of at least 50 of the state's 200 legislators this year and in another constitutional convention in 2007-8.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The implication of the Jan. 21 editorial ""Equality in Maryland"" was that activists for the lesbian, gay, bisexual and transgender community in Maryland have taken an all-or-nothing approach.",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gay and Immigrant Rights Groups Join Forces on Marriage Issue,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S.F. MAY SANCTION SAME-SEX MARRIAGE,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The meeting - to be attended by City Council Speaker Christine C. Quinn and Senator Thomas K. Duane, among others - will be held amid a swirl of last-minute activity on the issue, ranging from a new batch of statewide television commercials to local lobbying pushes in favor of gay marriage and against it.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"He indicated that he plans to keep that promise, ",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"""If marriage means everything, it means nothing,"" Dobson said. ""And we must defend the traditional definition of marriage as being exclusively between one man and one woman.""",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gov. Gregoire Comes Around,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CITY MOVES ON APPEAL OF GAY-NUPTIALS RULING,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Some people are mixing gay marriage and non-discrimination laws. These are two different things.

Non-discrimination laws say that your business has to serve everyone equally, whether for a marriage or civil union.
",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GAY MARRIAGE NOT BAD IF IT GIVES MORE KIDS LOVING HOMES,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The Berkeley City Council on Tuesday unanimously directed city attorneys to draft legislation requiring firms doing business with the city to extend benefits to domestic partners if they grant them to employees' spouses. Only San Francisco and Fort Lauderdale, Fla., have similar laws.
",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"But a marriage amendment to the Minnesota Constitution could change some other things, legal experts believe.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Obama's gay-rights test,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"For instance, a poll taken last month for the National Annenberg Election Survey at the University of Pennsylvania showed that just over half of people ages 18 to 29 would oppose a law in their states that would allow lesbians and gay men to marry a same-sex partner. That compares with 61 percent of 30- to 44-year-olds; two-thirds of 45- to 64-year-olds; and 81 percent of those 65 and older.

The poll also found that fewer than half of those younger than 30 supported a federal constitutional amendment banning same-sex marriage.

Experts say the difference in attitudes can largely be tracked to young people's exposure to homosexuality in everyday life.
",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PARTNER REGISTRY UNDER POLITICAL SIEGE CLINTON ADDS AMMUNITION TO THE SHELLING SUPERVISORS FACE OVER SAME-SEX RELATIONSHIPS,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4th Circuit rejects Va. ban on gay marriage
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
equal-benefits,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Oregon high court voids county's 3,000 gay marriages",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Conservatives accused Herring, a Democrat, of shirking his duty to defend the state's laws after less than two weeks on the job, while gay rights activists exulted over the latest in a string of victories.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Soon after the re-enactment, at the Holiday Inn Midtown,  Creech supporters began a prayer vigil outside Trinity United  Methodist Church, where his trial begins at 9:30 a.m. today.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
But the 28-year-old from Plymouth was one of the few on the Capitol steps around 8:30 a.m. Monday holding a sign in opposition,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
" ''marriage'' as performed by a church.
",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N.Y. JUDGE TOSSES CHRISTIAN GROUP'S ANTI-GAY NUPS SUIT,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Movement to Ban Same-Sex Unions,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The Right Rev. Mark Dyer, an Episcopal bishop who was best known for his work in the church community to address such divisive issues as ordaining women, same-sex marriages and the ordination of gay and lesbian clergy, died Nov. 11 at his home on the Virginia Theological Seminary campus in Alexandria. He was 84.
",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legislature 2004: Governor backs ban on gay marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The leader of more than 2 million New York Catholics told the faithful he was amazed that judges and lawmakers have opened the door to gay marriage.,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"While Mr. Spitzer has said that he personally supports same-sex marriage, he pointed out that New York State law does not permit it, and he strongly discouraged Mr. West and other government officials from solemnizing such marriages.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Teri Gruenwald wanted to share the big news that she got married with the people she works with every day: her eighth-grade students.,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The pastors had gathered at Beulah Baptist Institutional Church to meet with members of the High Impact Leadership Coalition, a national organization that seeks to organize churches and community leaders around moral issues. Wednesday's meeting was the first of five gatherings in Florida to mobilize minority pastors for Amendment 2.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"That is the highest recorded level of support in Maryland in a Post poll, about the same for the rest of the country, as measured by another recent Post survey, despite Maryland's reputation as one of the nation's most liberal states.",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Court Was Right About Marriage,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gays sue for right to marry in N.J,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 equal protection under the New Jersey Constitution.,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Another Florida judge rules against the state's gay marriage ban,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""So they asked me if I'd do it,"" said Roger Lynn, who at the time was a 33-year-old Methodist pastor who knew the couple from his work. ""I said, 'Sure, why not?' You know, I didn't even think about it, had no idea of the impact.""",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"President Obama said Friday his personal evolution in support of gay marriage reflects broader public support and helped convince him that his administration could not avoid weighing in on the Supreme Court's review of California's same-sex marriage ban.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fit to Rule on Same-Sex Marriage,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Covering gay marriage - or not,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Much of that security came from the May 15 ruling by the California Supreme Court legalizing same-sex marriage, and the subsequent rejections of challenges to the decision by the same court and the State Court of Appeals, which denied another request for a stay of the marriages on Tuesday.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Victor Davis Hanson: Who gets a pass?,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"""Clicking here"" directs recipients to a page where they are invited to sign a petition by furnishing their names and e-mail addresses.",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gay-rights activists ,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"That means that the administration, for the first time, may be required to take a clear stand on politically explosive questions like whether gay men and lesbians have been unfairly stigmatized, are politically powerful, and can choose to change their sexual orientation.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"When the justices hear oral arguments in the case on Tuesday, Mr. Brown",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The law allowing same-sex marriages in Minnesota takes effect Aug. 1, and many gay couples are finalizing their nuptials. That means big business for the already big wedding industry.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pioneers in gay rights revel in progress,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Montco: Pa. gay-marriage ban unconstitutional
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gay rights activists in Maryland said the sight of gay couples getting married in the District would boost the chance that the General Assembly would approve a gay marriage bill within a few years.,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Marriage reduces drinking and drug use. Marriage reduces health care costs. The happily married are less likely to be depressed, compared with those who are not married. Married people of any age have a lower risk of death.
",en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"On Friday, the state Supreme Court, which would have heard the appeal, issued a unanimous decision to deny the administration a stay of Jacobson's order to allow same-sex marriages beginning Monday.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ulster County District Attorney Donald Williams said he's prosecuting West because the same-sex couples did not have marriage licenses.
",en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marriage fight in Utah continues,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"
O'Connor insisted the bill would ""influence the young in their attitude toward marriage and family.""

He added it could ""eventually lead to moral and cultural changes in our society neither anticipated nor traditionally desired"" by giving unmarried partners equal status.
",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"That jarring juxtaposition of candidate, message and audience highlights how political campaigns are still trying to get a handle on the power of the Internet to communicate with and motivate voters.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The Voting Rights Act cases involves the question of whether certain areas of the country with a history of racial discrimination must receive pre-clearance from the Justice Department or a federal court before changing voting laws. One of the gay marriage cases looks at California's gay marriage ban, while another looks at the federal Defense of Marriage Act.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GAY MARRIAGE DISPUTE GOES TO HIGH COURT,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Court: Texas can't stop gay divorce that's granted,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Group Begins Ad Blitz Against Same-Sex Marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
" Nearly one of seven Atlantans are lesbian, gay, bisexual or transgender, community leaders say.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
 Mr. Bush will be voted out.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
to speak publicly about having a gay child.,en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Same-sex marriage: Empathy or right?,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Illinois Republican Sen. Mark Kirk voices support for gay marriage
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Objections,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Same-sex marriage is legal in 17 states and the District of Columbia. Federal judges have struck down bans in Michigan, Utah, Texas, Oklahoma and Virginia, and ordered Kentucky and Tennessee to recognize out-of-state same-sex marriages, though stays have been issued pending appeals.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It would also seem to mean that the high court would not itself decide the issue in its term that ends in June.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The President Speaks Out (Finally) on Marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the Legislature until May to rewrite the state marriage laws to provide benefits for gay couples. The Legislature is expected to take up the amendment next month.,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
declared for the first time that the legal protections of marriage should apply only to the union of a man and woman.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Democratic Party's move comes more than two months after President Obama personally backed the rights of same-sex couples to wed, making the action decidedly less controversial than it could have been had the party been in conflict with its leader.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Delaware, Continuing a Trend, Becomes the 11th State to Allow Same-Sex Unions",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
H-P TO OFFER DOMESTIC PARTNERS HEALTH BENEFITS PLAN IS APPLAUDED AS DIVERSITY TRIUMPH,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gay couples who commit themselves to lasting partnerships ,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Clement, a partner in the Washington office of the firm King and Spalding, served as the government's top appellate lawyer for three years under President George W. Bush.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chick-fil-A's founding family,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poll: Va. about evenly split on gay marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WE'RE TRIPPED UP BY THE WORD MARRIAGE IN DISCUSSING GAY UNIONS,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maine's gay marriage law goes into effect,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sen. John Ashcroft would like that to continue.,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Across Missouri on Tuesday, voters came out overwhelmingly in support of amending the state's constitution to specifically bar marriage between same-sex couples. ",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"PINELLAS TO RECOGNIZE PARTNERS
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Repeal the ban on same-sex adoptions.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A gay high school sophomore who feels like a second-class citizen.,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"The ceremony is a traditional part of Atlanta's Gay Pride weekend, which culminates in today's noon March for Pride from the Atlanta Civic Center to Piedmont Park.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Morgan County Republicans fell one vote short of approving a  resolution at their county assembly earlier this month to support  fellow Republican Musgrave's,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
